route_id,source_type,file,symbol,blueprint,method,path_template,path_expr,route_family,feature_gates,decorators,auth_mode,contract_test_id,go_owner_package,cutover_switch_id,rollback_switch_id,rollback_value,migration_status,notes
ROUTE-0014,resource,endpoints/api/organization.py,OrganizationList,api_bp,POST,/api/v1/organization/,/v1/organization/,api-v1,,,session-or-oauth2,CT-ROUTE-0014,api-service,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION,python,planned,auth_mode inferred from decorators/path family
ROUTE-0015,resource,endpoints/api/organization.py,Organization,api_bp,DELETE,/api/v1/organization/<orgname>,/v1/organization/<orgname>,api-v1,,,session-or-oauth2,CT-ROUTE-0015,api-service,ROUTE_OWNER_API_V1_DELETE_API_V1_ORGANIZATION_ORGNAME,ROUTE_OWNER_API_V1_DELETE_API_V1_ORGANIZATION_ORGNAME,python,planned,auth_mode inferred from decorators/path family
ROUTE-0016,resource,endpoints/api/organization.py,Organization,api_bp,GET,/api/v1/organization/<orgname>,/v1/organization/<orgname>,api-v1,,,session-or-oauth2,CT-ROUTE-0016,api-service,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME,python,planned,auth_mode inferred from decorators/path family
ROUTE-0017,resource,endpoints/api/organization.py,Organization,api_bp,PUT,/api/v1/organization/<orgname>,/v1/organization/<orgname>,api-v1,,,session-or-oauth2,CT-ROUTE-0017,api-service,ROUTE_OWNER_API_V1_PUT_API_V1_ORGANIZATION_ORGNAME,ROUTE_OWNER_API_V1_PUT_API_V1_ORGANIZATION_ORGNAME,python,planned,auth_mode inferred from decorators/path family
ROUTE-0018,resource,endpoints/api/logs.py,OrgAggregateLogs,api_bp,GET,/api/v1/organization/<orgname>/aggregatelogs,/v1/organization/<orgname>/aggregatelogs,api-v1,features.AGGREGATED_LOG_COUNT_RETRIEVAL,show_if,session-or-oauth2,CT-ROUTE-0018,api-service,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_AGGREGATELOGS,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_AGGREGATELOGS,python,planned,auth_mode inferred from decorators/path family
ROUTE-0019,resource,endpoints/api/organization.py,OrganizationApplications,api_bp,GET,/api/v1/organization/<orgname>/applications,/v1/organization/<orgname>/applications,api-v1,,,session-or-oauth2,CT-ROUTE-0019,api-service,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_APPLICATIONS,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_APPLICATIONS,python,planned,auth_mode inferred from decorators/path family
ROUTE-0020,resource,endpoints/api/organization.py,OrganizationApplications,api_bp,POST,/api/v1/organization/<orgname>/applications,/v1/organization/<orgname>/applications,api-v1,,,session-or-oauth2,CT-ROUTE-0020,api-service,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_APPLICATIONS,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_APPLICATIONS,python,planned,auth_mode inferred from decorators/path family
ROUTE-0021,resource,endpoints/api/organization.py,OrganizationApplicationResource,api_bp,DELETE,/api/v1/organization/<orgname>/applications/<client_id>,/v1/organization/<orgname>/applications/<client_id>,api-v1,,,session-or-oauth2,CT-ROUTE-0021,api-service,ROUTE_OWNER_API_V1_DELETE_API_V1_ORGANIZATION_ORGNAME_APPLICATIONS_CLIENT_ID,ROUTE_OWNER_API_V1_DELETE_API_V1_ORGANIZATION_ORGNAME_APPLICATIONS_CLIENT_ID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0022,resource,endpoints/api/organization.py,OrganizationApplicationResource,api_bp,GET,/api/v1/organization/<orgname>/applications/<client_id>,/v1/organization/<orgname>/applications/<client_id>,api-v1,,,session-or-oauth2,CT-ROUTE-0022,api-service,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_APPLICATIONS_CLIENT_ID,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_APPLICATIONS_CLIENT_ID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0023,resource,endpoints/api/organization.py,OrganizationApplicationResource,api_bp,PUT,/api/v1/organization/<orgname>/applications/<client_id>,/v1/organization/<orgname>/applications/<client_id>,api-v1,,,session-or-oauth2,CT-ROUTE-0023,api-service,ROUTE_OWNER_API_V1_PUT_API_V1_ORGANIZATION_ORGNAME_APPLICATIONS_CLIENT_ID,ROUTE_OWNER_API_V1_PUT_API_V1_ORGANIZATION_ORGNAME_APPLICATIONS_CLIENT_ID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0024,resource,endpoints/api/organization.py,OrganizationApplicationResetClientSecret,api_bp,POST,/api/v1/organization/<orgname>/applications/<client_id>/resetclientsecret,/v1/organization/<orgname>/applications/<client_id>/resetclientsecret,api-v1,,,session-or-oauth2,CT-ROUTE-0024,api-service,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_APPLICATIONS_CLIENT_ID_RESETCLIENTSECRET,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_APPLICATIONS_CLIENT_ID_RESETCLIENTSECRET,python,planned,auth_mode inferred from decorators/path family
ROUTE-0025,resource,endpoints/api/policy.py,OrgAutoPrunePolicies,api_bp,GET,/api/v1/organization/<orgname>/autoprunepolicy/,/v1/organization/<orgname>/autoprunepolicy/,api-v1,features.AUTO_PRUNE,show_if,session-or-oauth2,CT-ROUTE-0025,api-service,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_AUTOPRUNEPOLICY,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_AUTOPRUNEPOLICY,python,planned,auth_mode inferred from decorators/path family
ROUTE-0026,resource,endpoints/api/policy.py,OrgAutoPrunePolicies,api_bp,POST,/api/v1/organization/<orgname>/autoprunepolicy/,/v1/organization/<orgname>/autoprunepolicy/,api-v1,features.AUTO_PRUNE,show_if,session-or-oauth2,CT-ROUTE-0026,api-service,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_AUTOPRUNEPOLICY,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_AUTOPRUNEPOLICY,python,planned,auth_mode inferred from decorators/path family
ROUTE-0027,resource,endpoints/api/policy.py,OrgAutoPrunePolicy,api_bp,DELETE,/api/v1/organization/<orgname>/autoprunepolicy/<policy_uuid>,/v1/organization/<orgname>/autoprunepolicy/<policy_uuid>,api-v1,features.AUTO_PRUNE,show_if,session-or-oauth2,CT-ROUTE-0027,api-service,ROUTE_OWNER_API_V1_DELETE_API_V1_ORGANIZATION_ORGNAME_AUTOPRUNEPOLICY_POLICY_UUID,ROUTE_OWNER_API_V1_DELETE_API_V1_ORGANIZATION_ORGNAME_AUTOPRUNEPOLICY_POLICY_UUID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0028,resource,endpoints/api/policy.py,OrgAutoPrunePolicy,api_bp,GET,/api/v1/organization/<orgname>/autoprunepolicy/<policy_uuid>,/v1/organization/<orgname>/autoprunepolicy/<policy_uuid>,api-v1,features.AUTO_PRUNE,show_if,session-or-oauth2,CT-ROUTE-0028,api-service,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_AUTOPRUNEPOLICY_POLICY_UUID,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_AUTOPRUNEPOLICY_POLICY_UUID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0029,resource,endpoints/api/policy.py,OrgAutoPrunePolicy,api_bp,PUT,/api/v1/organization/<orgname>/autoprunepolicy/<policy_uuid>,/v1/organization/<orgname>/autoprunepolicy/<policy_uuid>,api-v1,features.AUTO_PRUNE,show_if,session-or-oauth2,CT-ROUTE-0029,api-service,ROUTE_OWNER_API_V1_PUT_API_V1_ORGANIZATION_ORGNAME_AUTOPRUNEPOLICY_POLICY_UUID,ROUTE_OWNER_API_V1_PUT_API_V1_ORGANIZATION_ORGNAME_AUTOPRUNEPOLICY_POLICY_UUID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0030,resource,endpoints/api/billing.py,OrganizationCard,api_bp,GET,/api/v1/organization/<orgname>/card,/v1/organization/<orgname>/card,api-v1,features.BILLING,show_if,session-or-oauth2,CT-ROUTE-0030,api-service,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_CARD,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_CARD,python,planned,auth_mode inferred from decorators/path family
ROUTE-0031,resource,endpoints/api/billing.py,OrganizationCard,api_bp,POST,/api/v1/organization/<orgname>/card,/v1/organization/<orgname>/card,api-v1,features.BILLING,show_if,session-or-oauth2,CT-ROUTE-0031,api-service,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_CARD,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_CARD,python,planned,auth_mode inferred from decorators/path family
ROUTE-0032,resource,endpoints/api/organization.py,OrganizationCollaboratorList,api_bp,GET,/api/v1/organization/<orgname>/collaborators,/v1/organization/<orgname>/collaborators,api-v1,,,session-or-oauth2,CT-ROUTE-0032,api-service,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_COLLABORATORS,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_COLLABORATORS,python,planned,auth_mode inferred from decorators/path family
ROUTE-0033,resource,endpoints/api/logs.py,ExportOrgLogs,api_bp,POST,/api/v1/organization/<orgname>/exportlogs,/v1/organization/<orgname>/exportlogs,api-v1,features.LOG_EXPORT,show_if,session-or-oauth2,CT-ROUTE-0033,api-service,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_EXPORTLOGS,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_EXPORTLOGS,python,planned,auth_mode inferred from decorators/path family
ROUTE-0034,resource,endpoints/api/immutability_policy.py,OrgImmutabilityPolicies,api_bp,GET,/api/v1/organization/<orgname>/immutabilitypolicy/,/v1/organization/<orgname>/immutabilitypolicy/,api-v1,features.IMMUTABLE_TAGS,show_if,session-or-oauth2,CT-ROUTE-0034,api-service,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_IMMUTABILITYPOLICY,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_IMMUTABILITYPOLICY,python,planned,auth_mode inferred from decorators/path family
ROUTE-0035,resource,endpoints/api/immutability_policy.py,OrgImmutabilityPolicies,api_bp,POST,/api/v1/organization/<orgname>/immutabilitypolicy/,/v1/organization/<orgname>/immutabilitypolicy/,api-v1,features.IMMUTABLE_TAGS,show_if,session-or-oauth2,CT-ROUTE-0035,api-service,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_IMMUTABILITYPOLICY,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_IMMUTABILITYPOLICY,python,planned,auth_mode inferred from decorators/path family
ROUTE-0036,resource,endpoints/api/immutability_policy.py,OrgImmutabilityPolicy,api_bp,DELETE,/api/v1/organization/<orgname>/immutabilitypolicy/<policy_uuid>,/v1/organization/<orgname>/immutabilitypolicy/<policy_uuid>,api-v1,features.IMMUTABLE_TAGS,show_if,session-or-oauth2,CT-ROUTE-0036,api-service,ROUTE_OWNER_API_V1_DELETE_API_V1_ORGANIZATION_ORGNAME_IMMUTABILITYPOLICY_POLICY_UUID,ROUTE_OWNER_API_V1_DELETE_API_V1_ORGANIZATION_ORGNAME_IMMUTABILITYPOLICY_POLICY_UUID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0037,resource,endpoints/api/immutability_policy.py,OrgImmutabilityPolicy,api_bp,GET,/api/v1/organization/<orgname>/immutabilitypolicy/<policy_uuid>,/v1/organization/<orgname>/immutabilitypolicy/<policy_uuid>,api-v1,features.IMMUTABLE_TAGS,show_if,session-or-oauth2,CT-ROUTE-0037,api-service,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_IMMUTABILITYPOLICY_POLICY_UUID,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_IMMUTABILITYPOLICY_POLICY_UUID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0038,resource,endpoints/api/immutability_policy.py,OrgImmutabilityPolicy,api_bp,PUT,/api/v1/organization/<orgname>/immutabilitypolicy/<policy_uuid>,/v1/organization/<orgname>/immutabilitypolicy/<policy_uuid>,api-v1,features.IMMUTABLE_TAGS,show_if,session-or-oauth2,CT-ROUTE-0038,api-service,ROUTE_OWNER_API_V1_PUT_API_V1_ORGANIZATION_ORGNAME_IMMUTABILITYPOLICY_POLICY_UUID,ROUTE_OWNER_API_V1_PUT_API_V1_ORGANIZATION_ORGNAME_IMMUTABILITYPOLICY_POLICY_UUID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0039,resource,endpoints/api/billing.py,OrganizationInvoiceField,api_bp,DELETE,/api/v1/organization/<orgname>/invoice/field/<field_uuid>,/v1/organization/<orgname>/invoice/field/<field_uuid>,api-v1,features.BILLING,show_if,session-or-oauth2,CT-ROUTE-0039,api-service,ROUTE_OWNER_API_V1_DELETE_API_V1_ORGANIZATION_ORGNAME_INVOICE_FIELD_FIELD_UUID,ROUTE_OWNER_API_V1_DELETE_API_V1_ORGANIZATION_ORGNAME_INVOICE_FIELD_FIELD_UUID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0040,resource,endpoints/api/billing.py,OrganizationInvoiceFieldList,api_bp,GET,/api/v1/organization/<orgname>/invoice/fields,/v1/organization/<orgname>/invoice/fields,api-v1,features.BILLING,show_if,session-or-oauth2,CT-ROUTE-0040,api-service,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_INVOICE_FIELDS,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_INVOICE_FIELDS,python,planned,auth_mode inferred from decorators/path family
ROUTE-0041,resource,endpoints/api/billing.py,OrganizationInvoiceFieldList,api_bp,POST,/api/v1/organization/<orgname>/invoice/fields,/v1/organization/<orgname>/invoice/fields,api-v1,features.BILLING,show_if,session-or-oauth2,CT-ROUTE-0041,api-service,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_INVOICE_FIELDS,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_INVOICE_FIELDS,python,planned,auth_mode inferred from decorators/path family
ROUTE-0042,resource,endpoints/api/billing.py,OrganizationInvoiceList,api_bp,GET,/api/v1/organization/<orgname>/invoices,/v1/organization/<orgname>/invoices,api-v1,features.BILLING,show_if,session-or-oauth2,CT-ROUTE-0042,api-service,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_INVOICES,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_INVOICES,python,planned,auth_mode inferred from decorators/path family
ROUTE-0043,resource,endpoints/api/logs.py,OrgLogs,api_bp,GET,/api/v1/organization/<orgname>/logs,/v1/organization/<orgname>/logs,api-v1,,,session-or-oauth2,CT-ROUTE-0043,api-service,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_LOGS,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_LOGS,python,planned,auth_mode inferred from decorators/path family
ROUTE-0044,resource,endpoints/api/billing.py,OrganizationRhSku,api_bp,GET,/api/v1/organization/<orgname>/marketplace,/v1/organization/<orgname>/marketplace,api-v1,features.BILLING,show_if,session-or-oauth2,CT-ROUTE-0044,api-service,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_MARKETPLACE,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_MARKETPLACE,python,planned,auth_mode inferred from decorators/path family
ROUTE-0045,resource,endpoints/api/billing.py,OrganizationRhSku,api_bp,POST,/api/v1/organization/<orgname>/marketplace,/v1/organization/<orgname>/marketplace,api-v1,features.BILLING,show_if,session-or-oauth2,CT-ROUTE-0045,api-service,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_MARKETPLACE,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_MARKETPLACE,python,planned,auth_mode inferred from decorators/path family
ROUTE-0046,resource,endpoints/api/billing.py,OrganizationRhSkuSubscriptionField,api_bp,DELETE,/api/v1/organization/<orgname>/marketplace/<subscription_id>,/v1/organization/<orgname>/marketplace/<subscription_id>,api-v1,features.BILLING,show_if,session-or-oauth2,CT-ROUTE-0046,api-service,ROUTE_OWNER_API_V1_DELETE_API_V1_ORGANIZATION_ORGNAME_MARKETPLACE_SUBSCRIPTION_ID,ROUTE_OWNER_API_V1_DELETE_API_V1_ORGANIZATION_ORGNAME_MARKETPLACE_SUBSCRIPTION_ID,python,planned,auth_mode inferred from decorators/path family
ROUTE-0047,resource,endpoints/api/billing.py,OrganizationRhSkuBatchRemoval,api_bp,POST,/api/v1/organization/<orgname>/marketplace/batchremove,/v1/organization/<orgname>/marketplace/batchremove,api-v1,features.BILLING,show_if,session-or-oauth2,CT-ROUTE-0047,api-service,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_MARKETPLACE_BATCHREMOVE,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_MARKETPLACE_BATCHREMOVE,python,planned,auth_mode inferred from decorators/path family
ROUTE-0048,resource,endpoints/api/organization.py,OrganizationMemberList,api_bp,GET,/api/v1/organization/<orgname>/members,/v1/organization/<orgname>/members,api-v1,,,session-or-oauth2,CT-ROUTE-0048,api-service,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_MEMBERS,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_MEMBERS,python,planned,auth_mode inferred from decorators/path family
ROUTE-0049,resource,endpoints/api/organization.py,OrganizationMember,api_bp,DELETE,/api/v1/organization/<orgname>/members/<membername>,/v1/organization/<orgname>/members/<membername>,api-v1,,,session-or-oauth2,CT-ROUTE-0049,api-service,ROUTE_OWNER_API_V1_DELETE_API_V1_ORGANIZATION_ORGNAME_MEMBERS_MEMBERNAME,ROUTE_OWNER_API_V1_DELETE_API_V1_ORGANIZATION_ORGNAME_MEMBERS_MEMBERNAME,python,planned,auth_mode inferred from decorators/path family
ROUTE-0050,resource,endpoints/api/organization.py,OrganizationMember,api_bp,GET,/api/v1/organization/<orgname>/members/<membername>,/v1/organization/<orgname>/members/<membername>,api-v1,,,session-or-oauth2,CT-ROUTE-0050,api-service,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_MEMBERS_MEMBERNAME,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_MEMBERS_MEMBERNAME,python,planned,auth_mode inferred from decorators/path family
ROUTE-0051,resource,endpoints/api/org_mirror.py,OrgMirrorConfig,api_bp,DELETE,/api/v1/organization/<orgname>/mirror,/v1/organization/<orgname>/mirror,api-v1,features.ORG_MIRROR,show_if,session-or-oauth2,CT-ROUTE-0051,api-service,ROUTE_OWNER_API_V1_DELETE_API_V1_ORGANIZATION_ORGNAME_MIRROR,ROUTE_OWNER_API_V1_DELETE_API_V1_ORGANIZATION_ORGNAME_MIRROR,python,planned,auth_mode inferred from decorators/path family
ROUTE-0052,resource,endpoints/api/org_mirror.py,OrgMirrorConfig,api_bp,GET,/api/v1/organization/<orgname>/mirror,/v1/organization/<orgname>/mirror,api-v1,features.ORG_MIRROR,show_if,session-or-oauth2,CT-ROUTE-0052,api-service,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_MIRROR,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_MIRROR,python,planned,auth_mode inferred from decorators/path family
ROUTE-0053,resource,endpoints/api/org_mirror.py,OrgMirrorConfig,api_bp,POST,/api/v1/organization/<orgname>/mirror,/v1/organization/<orgname>/mirror,api-v1,features.ORG_MIRROR,show_if,session-or-oauth2,CT-ROUTE-0053,api-service,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_MIRROR,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_MIRROR,python,planned,auth_mode inferred from decorators/path family
ROUTE-0054,resource,endpoints/api/org_mirror.py,OrgMirrorConfig,api_bp,PUT,/api/v1/organization/<orgname>/mirror,/v1/organization/<orgname>/mirror,api-v1,features.ORG_MIRROR,show_if,session-or-oauth2,CT-ROUTE-0054,api-service,ROUTE_OWNER_API_V1_PUT_API_V1_ORGANIZATION_ORGNAME_MIRROR,ROUTE_OWNER_API_V1_PUT_API_V1_ORGANIZATION_ORGNAME_MIRROR,python,planned,auth_mode inferred from decorators/path family
ROUTE-0055,resource,endpoints/api/org_mirror.py,OrgMirrorRepositories,api_bp,GET,/api/v1/organization/<orgname>/mirror/repositories,/v1/organization/<orgname>/mirror/repositories,api-v1,features.ORG_MIRROR,show_if,session-or-oauth2,CT-ROUTE-0055,api-service,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_MIRROR_REPOSITORIES,ROUTE_OWNER_API_V1_GET_API_V1_ORGANIZATION_ORGNAME_MIRROR_REPOSITORIES,python,planned,auth_mode inferred from decorators/path family
ROUTE-0056,resource,endpoints/api/org_mirror.py,OrgMirrorSyncCancel,api_bp,POST,/api/v1/organization/<orgname>/mirror/sync-cancel,/v1/organization/<orgname>/mirror/sync-cancel,api-v1,features.ORG_MIRROR,show_if,session-or-oauth2,CT-ROUTE-0056,api-service,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_MIRROR_SYNC_CANCEL,ROUTE_OWNER_API_V1_POST_API_V1_ORGANIZATION_ORGNAME_MIRROR_SYNC_CANCEL,python,planned,auth_mode inferred from decorators/path family
